Symbol,Name,Exchange,Sector,Market Cap
CVNA,Carvana Co. Cl A,NYSE,Retail-Wholesale,1456018000
TTEC,Teletech Hlds,NASDAQ,Business Services,2264199000
RS,Reliance Steel & Aluminum Company,NYSE,Basic Materials,12400821000
HYLN,Hyliion Hldg Corp Cl A,NYSE,Auto-Tires-Trucks,542736000
ALBO,Albireo Pharma Inc,NASDAQ,Medical,457078000
ACMR,Acm Research Inc,NASDAQ,Computers and Technology,492628000
AIG,American International Group,NYSE,Finance,46889464000
HRI,Herc Holdings Inc,NYSE,Transportation,3749997000
KDP,Keurig Dr Pepper Inc,NASDAQ,Consumer Staples,54766424000
AFG,American Financial Group,NYSE,Finance,12109179000
ATI,Ati Inc,NYSE,Basic Materials,3948543000
MCO,Moody's Corp,NYSE,Finance,54643060000
ITUB,Itau Unibanco Banco Holding S.A. ADR,NYSE,Finance,48804000000
SGEN,Seagen Inc,NASDAQ,Medical,22537872000
CTOS,Custom Truck One Source,NYSE,Auto-Tires-Trucks,1686676000
BHG,Bright Health Group Inc,NYSE,Medical,621513000
SRC,Spirit Realty Capital Inc,NYSE,Finance,5784717000
TARS,Tarsus Pharmaceuticals Inc,NASDAQ,Medical,448356000
IPVF,Interprivate III Financial Partners Inc Cl A,NYSE,Computers and Technology,330698000
MAC,Macerich Company,NYSE,Finance,2727770000
JOUT,Johnson Outdoors,NASDAQ,Consumer Discretionary,575102000
WFRD,Weatherford International Plc,NASDAQ,Oils-Energy,3064431000
CLBT,Cellebrite Di Ltd,NASDAQ,Business Services,857214000
INFN,Infinera Corp,NASDAQ,Computers and Technology,1483272000
CVT,Cvent Holding Corp,NASDAQ,Business Services,2714023000
KHC,Kraft Heinz Company,NASDAQ,Consumer Staples,48200996000
EDR,Endeavor Group Holdings Inc Cl A,NYSE,Consumer Discretionary,15445995000
ZS,Zscaler Inc,NASDAQ,Computers and Technology,19244956000
VRRM,Verra Mobility Corp,NASDAQ,Industrial Products,2375535000
SGHT,Sight Sciences Inc,NASDAQ,Medical,537847000
U,Unity Software Inc,NYSE,Computers and Technology,11882514000
EGBN,Eagle Bancorp Inc,NASDAQ,Finance,1505300000
INNV,Innovage Holding Corp,NASDAQ,Medical,878494000
IBP,Installed Building Products,NYSE,Construction,2429253000
FCF,First Commonwealth Financial Corp,NYSE,Finance,1374495000
WKME,Walkme Ltd,NASDAQ,Computers and Technology,723205000
NX,Quanex Building Products Corp,NYSE,Construction,787476000
RDNT,Radnet Inc,NASDAQ,Medical,1134027000
DEN,Denbury Inc,NYSE,Oils-Energy,4470048000
LQDA,Liquidia Corp,NASDAQ,Medical,323765000
VERU,Veru Inc,NASDAQ,Medical,455235000
PBR,Petroleo Brasileiro S.A. Petrobras ADR,NYSE,Oils-Energy,76243360000
STN,Stantec Inc,NYSE,Business Services,5478605000
BOH,Bank of Hawaii Corp,NYSE,Finance,3227849000
SEAS,Seaworld Entertainment Inc Company,NYSE,Consumer Discretionary,3645393000
HLLY,Holley Inc,NYSE,Auto-Tires-Trucks,326389000
GNL,Global Net Lease Inc,NYSE,Finance,1404346000
A,Agilent Technologies,NYSE,Computers and Technology,45880432000
PRTC,Puretech Health Plc ADR,NASDAQ,Medical,974715000
AGO,Assured Guaranty Ltd,NYSE,Finance,3993800000
ACA,Arcosa Inc,NYSE,Construction,2954430000
TNC,Tennant Company,NYSE,Industrial Products,1181404000
ORC,Orchid Island Capital Inc,NYSE,Finance,362963000
FWONK,Liberty Media F1 Series K,NASDAQ,Consumer Discretionary,14249112000
WASH,Washington TR Bncorp,NASDAQ,Finance,854926000
AMKR,Amkor Technology,NASDAQ,Computers and Technology,6864200000
RBCAA,Republic Bancorp Inc,NASDAQ,Finance,870250000
WPC,W.P. Carey & Co. Llc,NYSE,Finance,16393001000
GBIO,Generation Bio CO,NASDAQ,Medical,316725000
SNDR,Schneider National Inc,NYSE,Transportation,4585589000
PEBO,Peoples Bancorp Inc,NASDAQ,Finance,848130000
SIRE,Sisecam Resources LP,NYSE,Oils-Energy,431838000
NCLH,Norwegian Cruise Ord,NYSE,Consumer Discretionary,6927751000
NIC,Nicolet Bankshares Inc,NYSE,Finance,1214082000
KAI,Kadant Inc,NYSE,Industrial Products,2251617000
BLMN,Bloomin' Brands Inc,NASDAQ,Retail-Wholesale,1977121000
UFPI,Universal Forest Prd,NASDAQ,Construction,5045687000
CASH,Pathward Financial Inc,NASDAQ,Finance,1239168000
SOL,Renesola Ltd ADR,NYSE,Oils-Energy,316877000
BCRX,Biocryst Pharma Inc,NASDAQ,Medical,2490625000
SEMR,Semrush Holdings Inc Cl A,NYSE,Computers and Technology,1338974000
NUE,Nucor Corp,NYSE,Basic Materials,38468772000
TOST,Toast Inc Cl A,NYSE,Computers and Technology,9398118000
IMAB,I-Mab ADR,NASDAQ,Medical,307466000
SENS,Senseonics Holdings,NYSE Arca,Medical,530864000
MOV,Movado Group Inc,NYSE,Retail-Wholesale,721506000
USFD,US Foods Holding,NYSE,Consumer Staples,8226513000
RBBN,Ribbon Communications Inc,NASDAQ,Computers and Technology,425351000
EBR,Centrais Electricas Brazil ADR,NYSE,Utilities,14057622000
RIOT,Riot Blockchain Inc,NASDAQ,Business Services,777931000
AMSF,Amerisafe Inc,NASDAQ,Finance,1137292000
FWRG,First Watch Restaurant Group Inc,NASDAQ,Retail-Wholesale,928256000
STER,Sterling Check Corp,NASDAQ,Business Services,1411311000
SAM,Boston Beer Company,NYSE,Consumer Staples,4725829000
MRNA,Moderna Inc,NASDAQ,Medical,67581104000
NGM,Ngm Biopharmaceuticals Inc,NASDAQ,Medical,451945000
MS,Morgan Stanley,NYSE,Finance,1.57298E+11
COHU,Cohu Inc,NASDAQ,Computers and Technology,1706107000
FWONA,Liberty Media F1 Series A,NASDAQ,Consumer Discretionary,12853196000
AWI,Armstrong World Industries Inc,NYSE,Construction,3489110000
PAA,Plains All American Pipeline LP,NASDAQ,Oils-Energy,8673296000
ING,ING Groep N.V. ADR,NYSE,Finance,47276104000
PNFP,Pinnacle Finl Ptnrs,NASDAQ,Finance,6413810000
VICR,Vicor Cp,NASDAQ,Computers and Technology,2378205000
WAB,Wabtec Corp,NYSE,Transportation,18385036000
KNOP,Knot Offshore Partners LP,NYSE,Transportation,389193000
BLU,Bellus Health Inc,NASDAQ,Medical,1241577000
INTA,Intapp Inc,NASDAQ,Computers and Technology,1455999000
GFF,Griffon Corp,NYSE,Conglomerates,2014930000
NFE,New Fortress Energy Llc,NASDAQ,Oils-Energy,10626394000
MCFT,Mcbc Holdings,NASDAQ,Consumer Discretionary,457919000
HPE,Hewlett Packard Enterprise Comp,NYSE,Computers and Technology,21590844000
ALKT,Alkami Technology Inc,NASDAQ,Computers and Technology,1149878000
ARHS,Arhaus Inc Cl A,NASDAQ,Retail-Wholesale,1348807000
NTGR,Netgear Inc,NASDAQ,Computers and Technology,570177000
AYX,Alteryx Inc,NYSE,Computers and Technology,3098821000
WABC,Westamerica Bancorp,NASDAQ,Finance,1661816000
PMVP,Pmv Pharmaceuticals Inc,NASDAQ,Medical,455737000
CDAY,Ceridian Hcm Holding Inc,NYSE,Computers and Technology,10378241000
EBS,Emergent Biosolutions,NYSE,Medical,613622000
IRTC,Irhythm Technologies Inc,NASDAQ,Medical,3283605000
AMRC,Ameresco Inc,NYSE,Oils-Energy,3401405000
PLAB,Photronics Inc,NASDAQ,Computers and Technology,1159753000
NDSN,Nordson Corp,NASDAQ,Industrial Products,13529828000
WIRE,Encore Wire Cp,NASDAQ,Industrial Products,2680096000
PX,P10 Inc Cl A,NYSE,Finance,1197462000
OPCH,Option Care Health Inc,NASDAQ,Medical,5477040000
ZTS,Zoetis Inc Cl A,NYSE,Medical,71840336000
LNTH,Lantheus Holdings,NASDAQ,Medical,4273091000
LNW,Light & Wonder Inc,NASDAQ,Consumer Discretionary,6067265000
MLCO,Melco Resorts & Entertainment ADR,NASDAQ,Consumer Discretionary,3796609000
CRNX,Crinetics Pharmaceuticals Inc,NASDAQ,Medical,960566000
OFLX,Omega Flex Inc,NASDAQ,Basic Materials,970133000
IESC,Ies Holdings,NASDAQ,Computers and Technology,694122000
CCOI,Cogent Comm Hlds,NASDAQ,Utilities,2786980000
OMC,Omnicom Group Inc,NYSE,Business Services,16264340000
CHDN,Churchill Downs IN,NASDAQ,Consumer Discretionary,8301968000
MPLN,Multiplan Corp,NYSE,Medical,952293000
SOVO,Sovos Brands Inc,NASDAQ,Retail-Wholesale,1452843000
CSR,Centerspace,NYSE,Finance,971951000
SON,Sonoco Products Company,NYSE,Industrial Products,5984311000
PLD,Prologis Inc,NYSE,Finance,1.08729E+11
REXR,Rexford Industrial Realty Inc,NYSE,Finance,10145328000
DMRC,Digimarc Corp,NASDAQ,Industrial Products,446402000
CTVA,Corteva Inc,NYSE,Consumer Staples,47985284000
WMG,Warner Music Group Corp Cl A,NASDAQ,Consumer Discretionary,17642678000
DIOD,Diodes Inc,NASDAQ,Computers and Technology,4193699000
GABC,German Amer Bncp Inc,NASDAQ,Finance,1175272000
AURC,Aurora Acquisition Corp Cl A,NASDAQ,Finance,346458000
MSBI,Midland Sts BNC,NASDAQ,Finance,596030000
BIPC,Brookfield Infrastructure Partners LP Cl A,NYSE,Finance,5181693000
MSFT,Microsoft Corp,NASDAQ,Computers and Technology,1.90193E+12
BH.A,Biglari Holdings Inc Cl A,NYSE,Retail-Wholesale,1581473000
EXEL,Exelixis Inc,NASDAQ,Medical,5509342000
SUM,Summit Materials Inc,NYSE,Construction,3526514000
FFIV,F5 Inc,NASDAQ,Computers and Technology,9333650000
CNM,Core & Main Inc Cl A,NYSE,Business Services,5114637000
ORMP,Oramed Pharma,NASDAQ,Medical,330522000
ACN,Accenture Plc,NYSE,Business Services,1.89761E+11
IPG,Interpublic Group of Companies,NYSE,Business Services,13349719000
BDX,Becton Dickinson and Company,NYSE,Medical,70656976000
LDOS,Leidos Holdings Inc,NYSE,Aerospace,14944319000
PRTH,Priority Techno Holdings Inc,NASDAQ,Business Services,452972000
VIAV,Viavi Solutions,NASDAQ,Computers and Technology,2564636000
FND,Floor & Decor Holdings Inc,NYSE,Construction,7919585000
EQR,Equity Residential,NYSE,Finance,24511828000
DOV,Dover Corp,NYSE,Industrial Products,19923250000
NIO,Nio Inc ADR,NYSE,Auto-Tires-Trucks,21329896000
TFC,Truist Financial Corp,NYSE,Finance,62105920000
CHE,Chemed Inc,NYSE,Medical,7732395000
PNT,Point Biopharma Global Inc,NASDAQ,Medical,708410000
CHKP,Check Point Software,NASDAQ,Computers and Technology,16658344000
MLR,Miller Industries,NYSE,Auto-Tires-Trucks,314995000
ESLT,Elbit Systems Ltd,NASDAQ,Aerospace,7729299000
CRBG,Corebridge Financial Inc,NYSE,Finance,14344800000
CL,Colgate-Palmolive Company,NYSE,Consumer Staples,64712384000
AYI,Acuity Brands Inc,NYSE,Construction,6055030000
ALGM,Allegro Microsystems Inc,NASDAQ,Computers and Technology,5957331000
NL,NL Industries,NYSE,Basic Materials,331949000
TRNO,Terreno Realty Corp,NYSE,Finance,4460569000
RF,Regions Financial Corp,NYSE,Finance,21688490000
SFST,Southern First Bancs,NASDAQ,Finance,395866000
NMFC,New Mountain Finance Corp,NASDAQ,Finance,1288965000
RLI,Rli Corp,NYSE,Finance,5902316000
COOP,Mr.Cooper Group Inc,NASDAQ,Finance,3186716000
HTLD,Heartland Express,NASDAQ,Transportation,1321422000
MFGP,Micro Focus Intl Plc ADR,NYSE,Computers and Technology,2109345000
GILT,Gilat Satellite Ntwk,NASDAQ,Computers and Technology,349850000
SAH,Sonic Automotive,NYSE,Retail-Wholesale,2086595000
OSW,Onespaworld Holdings Ltd,NASDAQ,Consumer Discretionary,921976000
BBAR,Bbva Banco Frances S.A.,NYSE,Finance,659686000
ON,On Semiconductor,NASDAQ,Computers and Technology,32518284000
BH,Biglari Holdings Inc,NYSE,Retail-Wholesale,327353000
RPRX,Royalty Pharma Plc Cl A,NASDAQ,Finance,26699552000
RUN,Sunrun Inc,NASDAQ,Oils-Energy,6942929000
GHRS,Gh Research Plc,NASDAQ,Medical,552700000
EAT,Brinker International,NYSE,Retail-Wholesale,1472871000
WST,West Pharmaceutical Services,NYSE,Medical,17372582000
GCO,Genesco Inc,NYSE,Retail-Wholesale,682202000
FARO,Faro Tech Inc,NASDAQ,Computers and Technology,561898000
TCPC,TCP Capital Corp,NASDAQ,Finance,767186000
RKLB,Rocket Lab USA Inc,NASDAQ,Aerospace,1965219000
BIP,Brookfield Infrastructure Partners LP,NYSE,Finance,17189970000
UHS,Universal Health Services,NYSE,Medical,9343999000
FOX,Fox Corp Cl B,NASDAQ,Consumer Discretionary,16563020000
MYRG,MYR Group Inc,NASDAQ,Utilities,1585893000
MMS,Maximus Inc,NYSE,Business Services,4272342000
KTB,Kontoor Brands Inc,NYSE,Consumer Staples,2409997000
HZO,Marinemax Inc,NYSE,Retail-Wholesale,717378000
XPEV,Xpeng Inc ADR,NYSE,Auto-Tires-Trucks,9248852000
ZM,Zoom Video Communications Cl A,NASDAQ,Computers and Technology,22451362000
HXL,Hexcel Corp,NYSE,Aerospace,5046051000
SHYF,The Shyft Group Inc,NASDAQ,Auto-Tires-Trucks,860292000
BRT,BRT Realty Trust,NYSE,Finance,390732000
COTY,Coty Inc,NYSE,Consumer Staples,6603788000
CBL,Cbl & Associates Properties Inc,NYSE,Finance,970327000
TDCX,Tdcx Inc ADR,NYSE,Business Services,1854310000
MNRL,Brigham Minerals Inc,NYSE,Basic Materials,2141602000
PLAY,Dave & Buster's Ente,NASDAQ,Retail-Wholesale,1913040000
ADPT,Adaptive Biotechnologies Corp,NASDAQ,Medical,1255645000
STT,State Street Corp,NYSE,Finance,29234110000
ATAI,Atai Life Sciences N.V.,NASDAQ,Medical,585539000
FHB,First Hawaiian Inc,NASDAQ,Finance,3389930000
TDOC,Teladoc Health Inc,NYSE,Medical,4616539000
IRM,Iron Mountain Inc,NYSE,Finance,15794491000
FMX,Fomento Economico Mexicano S.A.B. DE C.V. ADR,NYSE,Consumer Staples,28579324000
MTD,Mettler-Toledo International,NYSE,Computers and Technology,32762372000
LAMR,Lamar Advertis A,NASDAQ,Finance,10182635000
CERS,Cerus Corp,NASDAQ,Medical,709684000
AEO,American Eagle Outfitters,NYSE,Retail-Wholesale,2963624000
HRTX,Heron Therapeutics,NASDAQ,Medical,322187000
F,Ford Motor Company,NYSE,Auto-Tires-Trucks,55884864000
SEER,Seer Inc Cl A,NASDAQ,Medical,404667000
INVH,Invitation Homes Inc,NYSE,Finance,19950308000
FSK,FS KKR Capital Corp,NYSE,Finance,5619943000
DOCS,Doximity Inc Cl A,NYSE,Medical,6542668000
IBM,International Business Machines,NYSE,Computers and Technology,1.34624E+11
ZYME,Zymeworks Inc,NYSE,Medical,486383000
SAVA,Cassava Sciences Inc,NASDAQ,Medical,1395603000
SRCL,Stericycle Inc,NASDAQ,Business Services,4805552000
ATEX,Anterix Inc.,NASDAQ,Computers and Technology,644640000
KELYA,Kelly Svcs Cl A,NASDAQ,Business Services,644737000
DAN,Dana Inc,NYSE,Auto-Tires-Trucks,2524447000
CIR,Circor International,NYSE,Basic Materials,561001000
AVIR,Atea Pharmaceuticals Inc,NASDAQ,Medical,390621000
TVTX,Travere Therapeutics Inc,NASDAQ,Medical,1291823000
KOD,Kodiak Sciences Inc,NASDAQ,Medical,386040000
GOOGL,Alphabet Cl A,NASDAQ,Computers and Technology,1.30711E+12
BHVN,Biohaven Ltd,NYSE,Medical,1078307000
JNPR,Juniper Networks,NYSE,Computers and Technology,10788242000
ZNTL,Zentalis Pharmaceuticals Inc,NASDAQ,Medical,1262366000
CD,Chindata Group Holdings Ltd ADR,NASDAQ,Business Services,2622565000
CRDO,Credo Technology Group Holding Ltd,NASDAQ,Business Services,2029351000
SAVA,Cassava Sciences Inc,NASDAQ,Medical,1395603000
SRCL,Stericycle Inc,NASDAQ,Business Services,4805552000
ATEX,Anterix Inc.,NASDAQ,Computers and Technology,644640000
TDW,Tidewater Inc,NYSE,Oils-Energy,1413782000
TWOU,2U Inc,NASDAQ,Computers and Technology,627986000
DSGR,Distribution Solutions Group Inc,NASDAQ,Business Services,687730000
CIVB,Civista Bncshrs,NASDAQ,Finance,359519000
RIDE,Lordstown Motors Corp,NASDAQ,Auto-Tires-Trucks,360180000
S,Sentinelone Inc Cl A,NYSE,Computers and Technology,4073282000
CSCO,Cisco Systems Inc,NASDAQ,Computers and Technology,2.04292E+11
CLNE,Clean Energy Fuels,NASDAQ,Utilities,1503613000
CRON,Cronos Group Inc,NASDAQ,Medical,1176656000
CRSR,Corsair Gaming Inc,NASDAQ,Consumer Discretionary,1619334000
ENS,Enersys Inc,NYSE,Industrial Products,3085932000
GTN,Gray Television,NYSE,Consumer Discretionary,1089200000
GMS,Gms Inc,NYSE,Retail-Wholesale,2082184000
AMZN,Amazon.com Inc,NASDAQ,Retail-Wholesale,9.84868E+11
BNL,Broadstone Net Lease Inc Cl A,NYSE,Finance,2937762000
LMT,Lockheed Martin Corp,NYSE,Aerospace,1.27156E+11
ADI,Analog Devices,NASDAQ,Computers and Technology,87553080000
UHT,Universal Health Realty Income Trust,NYSE,Finance,724467000
LEA,Lear Corp,NYSE,Auto-Tires-Trucks,8525449000
APG,Api Group Corp,NYSE,Business Services,4495692000
LEGH,Legacy Housing Corp,NASDAQ,Finance,427593000
HKD,Amtd Digital Inc ADR,NYSE,Business Services,3330810000
DBX,Dropbox Inc,NASDAQ,Computers and Technology,8546060000
ULH,Universal Logis Holdings,NASDAQ,Transportation,997775000
GOOG,Alphabet Cl C,NASDAQ,Computers and Technology,1.31307E+12
XEL,XCEL Energy Inc,NASDAQ,Utilities,38427828000
CMAX,Caremax Inc,NASDAQ,Business Services,346092000
RTO,Rentokil Initial Plc ADR,NYSE,Business Services,16657464000
SAGE,Sage Therapeutic Com,NASDAQ,Medical,2441634000
THRY,Thryv Holdings Inc,NASDAQ,Computers and Technology,661230000
STVN,Stevanato Group S.P.A.,NYSE,Medical,4524718000
YALA,Yalla Group Ltd ADR,NYSE,Computers and Technology,515382000
SCHL,Scholastic Cp,NASDAQ,Consumer Staples,1414774000
FLNG,Flex Lng Ltd,NYSE,Transportation,2001760000
SCPL,Sciplay Corp Cl A,NASDAQ,Consumer Discretionary,2022413000
LIN,Linde Plc,NYSE,Oils-Energy,1.66349E+11
AWK,American Water Works,NYSE,Utilities,27594218000
KMB,Kimberly-Clark Corp,NYSE,Consumer Staples,45774040000
PAG,Penske Automotive Group,NYSE,Retail-Wholesale,9016264000
IDXX,Idexx Laboratories,NASDAQ,Medical,35269276000
EMR,Emerson Electric Company,NYSE,Industrial Products,56638380000
SSTI,Shotspotter Inc,NASDAQ,Business Services,408932000
AIMC,Altra Indtl Mtn,NASDAQ,Industrial Products,3820206000
NVRO,Nevro Corp,NYSE,Medical,1654935000
LHX,L3Harris Technologies Inc,NYSE,Aerospace,43236712000
HEI,Heico Corp,NYSE,Aerospace,22170248000
CCO,Clear Channel Outdoor Holdings,NYSE,Business Services,537942000
MERC,Mercer Intl Inc,NASDAQ,Basic Materials,913105000
CLMT,Calumet Specialty Pr,NASDAQ,Oils-Energy,1261497000
CAL,Caleres Inc,NYSE,Consumer Staples,880970000
FRPH,Frp Holdings Inc,NASDAQ,Finance,575816000
KAR,Kar Auction Services Inc,NYSE,Retail-Wholesale,1496396000
NVCR,Novocure Ltd Ord Sh,NASDAQ,Medical,8064357000
KZR,Kezar Life Sciences Inc,NASDAQ,Medical,534032000
FORG,Forgerock Inc Cl A,NYSE,Computers and Technology,1856558000
PYPL,Paypal Holdings,NASDAQ,Computers and Technology,89389600000
SO,Southern Company,NYSE,Utilities,73637840000
MOR,Morphosys Ag ADR,NASDAQ,Medical,564143000
KINZ,Kins Technology Group Inc Cl A,NASDAQ,Computers and Technology,349140000
C,Citigroup Inc,NYSE,Finance,93763048000
PPG,PPG Industries,NYSE,Basic Materials,31780350000
ACDC,Profrac Holding Corp. Cl A,NASDAQ,Oils-Energy,3357085000
AUB,Atlantic Union Bancshares Corp,NASDAQ,Finance,2664977000
YOU,Clear Secure Inc Cl A,NYSE,Industrial Products,4661565000
CAC,Camden Natl Cp,NASDAQ,Finance,637655000
EDN,Empresa Distribuidora Y Comercializadora ADR,NYSE,Utilities,319375000
DT,Dynatrace Inc,NYSE,Computers and Technology,11154304000
MDGL,Madrigal Pharmaceuticals Inc,NASDAQ,Medical,1199091000
CEQP,Crestwood Equity Partners LP,NYSE,Oils-Energy,3099792000
RSI,Rush Street Interactive Inc,NYSE,Consumer Discretionary,778379000
CNK,Cinemark Holdings Inc,NYSE,Consumer Discretionary,1638984000
FNA,Paragon 28 Inc,NYSE,Medical,1581103000
ARCB,Arcbest Corp,NASDAQ,Transportation,2021077000
AEP,American Electric Power Company,NASDAQ,Utilities,49742040000
PENN,Penn Entertainment Inc,NASDAQ,Consumer Discretionary,5458602000
FOXA,Fox Corp Cl A,NASDAQ,Consumer Discretionary,17610420000
LSXMK,Liberty Srs XM CS C,NASDAQ,Computers and Technology,14308830000
FCPT,Four Corners Property Trust IN,NYSE,Finance,2276693000
ED,Consolidated Edison Company,NYSE,Utilities,34790768000
CRC,California Resources Corp,NYSE,Oils-Energy,3334114000
OXY,Occidental Petroleum Corp,NYSE,Oils-Energy,63160432000
FTAI,Ftai Aviation Ltd,NASDAQ,Aerospace,1741120000
ICE,Intercontinental Exchange,NYSE,Finance,60496764000
CLW,Clearwater Paper Corp,NYSE,Basic Materials,654220000
OMI,Owens & Minor,NYSE,Medical,1571183000
FUTU,Futu Holdings Ltd ADR,NASDAQ,Business Services,9246804000
CSIQ,Canadian Solar Inc,NASDAQ,Oils-Energy,2299813000
HVT,Haverty Furniture Companies,NYSE,Retail-Wholesale,509147000
TW,Tradeweb Markets Inc,NASDAQ,Finance,14403704000
UWMC,Uwm Hldg Corp,NYSE,Finance,411963000
LTHM,Livent Corp,NYSE,Basic Materials,5020678000
UPWK,Upwork Inc,NASDAQ,Computers and Technology,1608939000
NGVT,Ingevity Corp,NYSE,Basic Materials,2925107000
DHIL,Diamond Hill Inv,NASDAQ,Finance,536708000
JPM,JP Morgan Chase & Company,NYSE,Finance,4.0531E+11
ME,23Andme Holding CO,NASDAQ,Medical,1389229000
SPLK,Splunk Inc,NASDAQ,Computers and Technology,12638536000
DUOL,Duolingo Inc Cl A,NASDAQ,Business Services,2761440000
DHR,Danaher Corp,NYSE,Conglomerates,1.99032E+11
ASGN,On Assignment,NYSE,Computers and Technology,4520940000
CNI,Canadian National Railway,NYSE,Transportation,86964832000
CBNK,Capital Bancorp Inc,NASDAQ,Finance,347654000
STZ,Constellation Brands Inc,NYSE,Consumer Staples,47476440000
AMT,American Tower Corp,NYSE,Finance,1.03015E+11
YETI,Yeti Holdings Inc,NYSE,Consumer Discretionary,3871673000
SAP,SAP Ag ADR,NYSE,Computers and Technology,1.3078E+11
ERF,Enerplus Corp,NYSE,Oils-Energy,4171804000
EXPD,Expeditors Intl,NASDAQ,Transportation,18469324000
ASTS,Ast Spacemobile Inc,NASDAQ,Computers and Technology,1055708000
AOS,Smith A.O. Corp,NYSE,Industrial Products,9279614000
DEA,Easterly Government Properties,NYSE,Finance,1438494000
VZIO,Vizio Holding Corp Cl A,NYSE,Consumer Discretionary,2000891000
GT,Goodyear Tire Rubber,NASDAQ,Auto-Tires-Trucks,3173700000
CRTO,Criteo S.A. ADR,NASDAQ,Computers and Technology,1629309000
UMBF,Ump Financial Corp,NASDAQ,Finance,4131642000
CHK,Chesapeake Energy Corp,NASDAQ,Oils-Energy,13865998000
SRI,Stoneridge Inc,NYSE,Computers and Technology,647376000
BW,Babcock & Wilcox Enterprises,NYSE,Computers and Technology,404171000
JMIA,Jumia Technologies Ag ADR,NYSE,Retail-Wholesale,457437000
FERG,Ferguson Plc,NYSE,Industrial Products,26382024000
GFS,Globalfoundries Inc,NASDAQ,Computers and Technology,34224288000
SAFT,Safety Ins Group Inc,NASDAQ,Finance,1352063000
GME,Gamestop Corp,NYSE,Retail-Wholesale,7981731000
GTX,Garrett Motion Inc,NASDAQ,Auto-Tires-Trucks,458911000
LMND,Lemonade Inc,NYSE,Finance,1372906000
HOOD,Robinhood Markets Inc Cl A,NASDAQ,Finance,8504029000
SSTK,Shutterstock Inc,NYSE,Computers and Technology,1927563000
GGR,Gogoro Inc,NASDAQ,Business Services,528726000
NMRK,Newmark Group Inc Cl A,NASDAQ,Finance,1457203000
PEG,Public Service Enterprise Group Inc,NYSE,Utilities,30211422000
KWR,Quaker Chemical Corp,NYSE,Basic Materials,3528836000
